agent,game_num,score,record,mean_score
Random,797,0,2,0.152
Random,798,0,2,0.152
Random,799,0,2,0.151
Random,800,0,2,0.151
Random,801,0,2,0.151
BFS,60,29,74,48.583
Random,802,0,2,0.151
Random,803,0,2,0.151
Random,804,0,2,0.150
Random,805,0,2,0.150
Random,806,0,2,0.150
Random,807,0,2,0.150
Random,808,0,2,0.150
Random,809,0,2,0.150
Random,810,0,2,0.149
Random,811,0,2,0.149
Random,812,0,2,0.149
Random,813,0,2,0.149
Random,814,0,2,0.149
DQN,147,47,47,7.388
Random,815,0,2,0.148
Random,816,0,2,0.148
Random,817,0,2,0.148
A*,58,54,83,51.138
DQN,148,16,47,7.446
Random,818,0,2,0.148
Random,819,0,2,0.148
Random,820,0,2,0.148
Random,821,0,2,0.147
Random,822,0,2,0.147
BFS,61,63,74,48.820
Random,823,0,2,0.147
DQN,149,19,47,7.523
Random,824,0,2,0.147
Random,825,0,2,0.147
Random,826,0,2,0.146
Random,827,1,2,0.148
Random,828,0,2,0.147
Random,829,0,2,0.147
Random,830,0,2,0.147
Random,831,0,2,0.147
Random,832,0,2,0.147
DQN,150,24,47,7.633
Random,833,0,2,0.146
Random,834,0,2,0.146
Random,835,0,2,0.146
BFS,62,41,74,48.694
DQN,151,23,47,7.735
Random,836,0,2,0.146
A*,59,73,83,51.508
Random,837,0,2,0.146
Random,838,0,2,0.146
Random,839,0,2,0.145
Random,840,0,2,0.145
Random,841,0,2,0.145
Random,842,0,2,0.145
Random,843,0,2,0.145
Random,844,0,2,0.145
BFS,63,47,74,48.667
Random,845,0,2,0.144
Random,846,0,2,0.144
DQN,152,40,47,7.947
Random,847,0,2,0.144
Random,848,1,2,0.145
Random,849,0,2,0.145
Random,850,1,2,0.146
Random,851,0,2,0.146
Random,852,0,2,0.146
Random,853,0,2,0.145
Random,854,0,2,0.145
A*,60,52,83,51.517
DQN,153,31,47,8.098
Random,855,0,2,0.145
Random,856,1,2,0.146
Random,857,0,2,0.146
Random,858,1,2,0.147
Random,859,0,2,0.147
Random,860,0,2,0.147
DQN,154,24,47,8.201
Random,861,0,2,0.146
Random,862,0,2,0.146
A*,61,45,83,51.410
BFS,64,58,74,48.812
DQN,155,22,47,8.290
Random,863,0,2,0.146
Random,864,0,2,0.146
DQN,156,13,47,8.321
Random,865,0,2,0.146
Random,866,0,2,0.145
Random,867,0,2,0.145
Random,868,0,2,0.145
Random,869,0,2,0.145
DQN,157,24,47,8.420
Random,870,0,2,0.145
Random,871,0,2,0.145
Random,872,0,2,0.144
DQN,158,7,47,8.411
Random,873,0,2,0.144
BFS,65,49,74,48.815
Random,874,0,2,0.144
Random,875,0,2,0.144
DQN,159,18,47,8.472
Random,876,0,2,0.144
A*,62,67,83,51.661
Random,877,0,2,0.144
Random,878,0,2,0.144
Random,879,0,2,0.143
Random,880,0,2,0.143
Random,881,1,2,0.144
Random,882,1,2,0.145
Random,883,0,2,0.145
DQN,160,30,47,8.606
Random,884,0,2,0.145
Random,885,1,2,0.146
Random,886,0,2,0.146
Random,887,0,2,0.145
Random,888,0,2,0.145
Random,889,0,2,0.145
Random,890,0,2,0.145
A*,63,43,83,51.524
Random,891,0,2,0.145
Random,892,0,2,0.145
DQN,161,34,47,8.764
Random,893,0,2,0.144
BFS,66,66,74,49.076
Random,894,1,2,0.145
Random,895,0,2,0.145
Random,896,0,2,0.145
Random,897,1,2,0.146
Random,898,0,2,0.146
Random,899,0,2,0.146
Random,900,0,2,0.146
Random,901,0,2,0.145
DQN,162,26,47,8.870
Random,902,0,2,0.145
Random,903,0,2,0.145
Random,904,0,2,0.145
Hamiltonian,2,297,297,297.000
Random,905,0,2,0.145
Random,906,0,2,0.145
Random,907,0,2,0.144
Random,908,0,2,0.144
Random,909,0,2,0.144
Random,910,0,2,0.144
DQN,163,26,47,8.975
Random,911,1,2,0.145
Random,912,0,2,0.145
Random,913,0,2,0.145
Random,914,0,2,0.144
Random,915,1,2,0.145
Random,916,0,2,0.145
Random,917,1,2,0.146
Random,918,0,2,0.146
Random,919,0,2,0.146
Random,920,0,2,0.146
DQN,164,30,47,9.104
Random,921,0,2,0.145
Random,922,0,2,0.145
Random,923,0,2,0.145
A*,64,80,83,51.969
Random,924,0,2,0.145
Random,925,1,2,0.146
Random,926,0,2,0.146
Random,927,0,2,0.146
Random,928,0,2,0.145
DQN,165,25,47,9.200
Random,929,0,2,0.145
Random,930,0,2,0.145
BFS,67,85,85,49.612
Random,931,0,2,0.145
Random,932,0,2,0.145
Random,933,0,2,0.145
Random,934,0,2,0.145
Random,935,0,2,0.144
DQN,166,19,47,9.259
Random,936,0,2,0.144
Random,937,0,2,0.144
A*,65,47,83,51.892
Random,938,0,2,0.144
Random,939,0,2,0.144
Random,940,0,2,0.144
Random,941,1,2,0.145
Random,942,0,2,0.144
DQN,167,33,47,9.401
Random,943,0,2,0.144
Random,944,0,2,0.144
Random,945,0,2,0.144
Random,946,0,2,0.144
Random,947,0,2,0.144
Random,948,0,2,0.143
Random,949,0,2,0.143
Random,950,0,2,0.143
DQN,168,22,47,9.476
Random,951,0,2,0.143
Random,952,0,2,0.143
A*,66,47,83,51.818
Random,953,0,2,0.143
Random,954,0,2,0.143
BFS,68,73,85,49.956
Random,955,0,2,0.142
DQN,169,28,47,9.586
Random,956,0,2,0.142
Random,957,0,2,0.142
Random,958,0,2,0.142
A*,67,27,83,51.448
Random,959,0,2,0.142
Random,960,1,2,0.143
Random,961,0,2,0.143
Random,962,0,2,0.142
Random,963,0,2,0.142
Random,964,0,2,0.142
DQN,170,37,47,9.747
Random,965,0,2,0.142
Random,966,0,2,0.142
Random,967,0,2,0.142
Random,968,0,2,0.142
DQN,171,15,47,9.778
Random,969,0,2,0.141
Random,970,0,2,0.141
Random,971,0,2,0.141
Random,972,0,2,0.141
BFS,69,56,85,50.043
Random,973,0,2,0.141
Random,974,0,2,0.141
Random,975,0,2,0.141
Random,976,0,2,0.140
Random,977,0,2,0.140
DQN,172,26,47,9.872
Random,978,1,2,0.141
Random,979,0,2,0.141
Random,980,0,2,0.141
Random,981,0,2,0.141
Random,982,0,2,0.141
Random,983,1,2,0.141
A*,68,74,83,51.779
Random,984,0,2,0.141
Random,985,0,2,0.141
Random,986,0,2,0.141
Random,987,1,2,0.142
BFS,70,52,85,50.071
Random,988,0,2,0.142
Random,989,0,2,0.142
DQN,173,49,49,10.098
Random,990,0,2,0.141
Random,991,0,2,0.141
Random,992,1,2,0.142
Random,993,0,2,0.142
Random,994,0,2,0.142
A*,69,65,83,51.971
DQN,174,29,49,10.207
Random,995,0,2,0.142
Random,996,0,2,0.142
Random,997,0,2,0.141
Random,998,0,2,0.141
BFS,71,70,85,50.352
Random,999,0,2,0.141
Random,1000,2,2,0.143
Random,1001,1,2,0.144
Random,1002,0,2,0.144
Random,1003,0,2,0.144
Random,1004,0,2,0.143
BFS,72,31,85,50.083
Random,1005,0,2,0.143
Random,1006,0,2,0.143
DQN,175,50,50,10.434
A*,70,56,83,52.029
Random,1007,0,2,0.143
Random,1008,0,2,0.143
Random,1009,0,2,0.143
Random,1010,0,2,0.143
Random,1011,0,2,0.142
Random,1012,0,2,0.142
Random,1013,0,2,0.142
Random,1014,0,2,0.142
Random,1015,1,2,0.143
Random,1016,0,2,0.143
Random,1017,0,2,0.143
DQN,176,27,50,10.528
BFS,73,50,85,50.082
Random,1018,0,2,0.142
Random,1019,0,2,0.142
Random,1020,0,2,0.142
DQN,177,21,50,10.588
Random,1021,0,2,0.142
A*,71,58,83,52.113
Random,1022,0,2,0.142
Random,1023,1,2,0.143
Random,1024,0,2,0.143
DQN,178,20,50,10.640
Random,1025,0,2,0.142
Random,1026,0,2,0.142
BFS,74,38,85,49.919
Random,1027,0,2,0.142
Random,1028,0,2,0.142
Random,1029,0,2,0.142
Random,1030,1,2,0.143
Random,1031,0,2,0.143
Random,1032,0,2,0.142
Random,1033,0,2,0.142
DQN,179,30,50,10.749
Random,1034,0,2,0.142
Random,1035,0,2,0.142
Random,1036,0,2,0.142
Random,1037,0,2,0.142
Random,1038,0,2,0.142
Random,1039,0,2,0.141
A*,72,59,83,52.208
Random,1040,0,2,0.141
DQN,180,22,50,10.811
Random,1041,0,2,0.141
Random,1042,0,2,0.141
BFS,75,60,85,50.053
Random,1043,0,2,0.141
DQN,181,17,50,10.845
Random,1044,0,2,0.141
Random,1045,0,2,0.141
Random,1046,0,2,0.141
Random,1047,0,2,0.140
Random,1048,0,2,0.140
Random,1049,0,2,0.140
Random,1050,0,2,0.140
DQN,182,39,50,11.000
Random,1051,1,2,0.141
Random,1052,0,2,0.141
Random,1053,0,2,0.141
DQN,183,22,50,11.060
Random,1054,0,2,0.140
A*,73,66,83,52.397
BFS,76,63,85,50.224
Random,1055,0,2,0.140
Random,1056,0,2,0.140
Random,1057,2,2,0.142
Random,1058,0,2,0.142
Random,1059,0,2,0.142
Random,1060,0,2,0.142
Random,1061,0,2,0.141
Random,1062,0,2,0.141
Random,1063,0,2,0.141
DQN,184,28,50,11.152
Random,1064,0,2,0.141
Random,1065,0,2,0.141
Random,1066,0,2,0.141
Random,1067,0,2,0.141
Random,1068,0,2,0.140
DQN,185,26,50,11.232
Random,1069,0,2,0.140
Random,1070,1,2,0.141
Random,1071,0,2,0.141
Random,1072,0,2,0.141
A*,74,61,83,52.514
Random,1073,0,2,0.141
Random,1074,0,2,0.141
BFS,77,74,85,50.532
Random,1075,0,2,0.140
Random,1076,0,2,0.140
Random,1077,0,2,0.140
Random,1078,0,2,0.140
DQN,186,35,50,11.360
Random,1079,0,2,0.140
Random,1080,0,2,0.140
Random,1081,0,2,0.140
Random,1082,0,2,0.140
Random,1083,0,2,0.139
Random,1084,0,2,0.139
Random,1085,0,2,0.139
Random,1086,0,2,0.139
Random,1087,1,2,0.140
DQN,187,26,50,11.439
A*,75,40,83,52.347
Random,1088,0,2,0.140
Random,1089,0,2,0.140
Random,1090,0,2,0.139
Random,1091,1,2,0.140
Random,1092,0,2,0.140
Random,1093,0,2,0.140
Random,1094,0,2,0.140
Random,1095,0,2,0.140
Random,1096,0,2,0.140
BFS,78,63,85,50.692
Random,1097,0,2,0.139
Random,1098,0,2,0.139
DQN,188,37,50,11.574
Random,1099,0,2,0.139
Random,1100,0,2,0.139
Random,1101,0,2,0.139
Random,1102,0,2,0.139
Random,1103,1,2,0.140
Random,1104,0,2,0.139
Random,1105,0,2,0.139
Random,1106,0,2,0.139
Random,1107,0,2,0.139
DQN,189,22,50,11.630
Random,1108,0,2,0.139
Random,1109,1,2,0.140
A*,76,62,83,52.474
Random,1110,0,2,0.140
Random,1111,0,2,0.140
Random,1112,0,2,0.139
Random,1113,0,2,0.139
Random,1114,0,2,0.139
Random,1115,0,2,0.139
Random,1116,0,2,0.139
Random,1117,0,2,0.139
Random,1118,0,2,0.139
Random,1119,0,2,0.139
Random,1120,0,2,0.138
Random,1121,0,2,0.138
Random,1122,0,2,0.138
DQN,190,32,50,11.737
Random,1123,0,2,0.138
Random,1124,0,2,0.138
BFS,79,74,85,50.987
DQN,191,15,50,11.754
Random,1125,0,2,0.138
Random,1126,0,2,0.138
Random,1127,0,2,0.138
A*,77,54,83,52.494
Random,1128,0,2,0.137
Random,1129,0,2,0.137
Random,1130,0,2,0.137
Random,1131,1,2,0.138
Random,1132,0,2,0.138
Random,1133,0,2,0.138
DQN,192,26,50,11.828
Random,1134,0,2,0.138
Random,1135,0,2,0.137
Random,1136,2,2,0.139
Random,1137,0,2,0.139
Random,1138,0,2,0.139
Random,1139,0,2,0.139
Random,1140,1,2,0.139
BFS,80,55,85,51.038
Random,1141,0,2,0.139
DQN,193,27,50,11.907
Random,1142,1,2,0.140
A*,78,50,83,52.462
Random,1143,0,2,0.140
Random,1144,0,2,0.140
Random,1145,0,2,0.140
Random,1146,1,2,0.140
Random,1147,0,2,0.140
Random,1148,0,2,0.140
Random,1149,1,2,0.141
Random,1150,0,2,0.141
Random,1151,0,2,0.141
DQN,194,36,50,12.031
Random,1152,0,2,0.141
BFS,81,46,85,50.975
Random,1153,0,2,0.141
Random,1154,0,2,0.140
Random,1155,0,2,0.140
Random,1156,0,2,0.140
Random,1157,0,2,0.140
Random,1158,1,2,0.141
Random,1159,1,2,0.142
Random,1160,0,2,0.141
Random,1161,1,2,0.142
Random,1162,0,2,0.142
Random,1163,0,2,0.142
A*,79,71,83,52.696
Random,1164,0,2,0.142
DQN,195,41,50,12.179
BFS,82,45,85,50.902
Random,1165,0,2,0.142
Random,1166,1,2,0.142
Random,1167,0,2,0.142
Random,1168,0,2,0.142
Random,1169,0,2,0.142
Random,1170,0,2,0.142
Random,1171,0,2,0.142
Random,1172,0,2,0.142
Random,1173,0,2,0.142
Random,1174,0,2,0.141
Random,1175,0,2,0.141
Random,1176,0,2,0.141
Random,1177,0,2,0.141
A*,80,49,83,52.650
Random,1178,0,2,0.141
Random,1179,0,2,0.141
Random,1180,1,2,0.142
DQN,196,40,50,12.321
Random,1181,0,2,0.141
Random,1182,0,2,0.141
DQN,197,12,50,12.320
Random,1183,0,2,0.141
BFS,83,53,85,50.928
Random,1184,0,2,0.141
Random,1185,0,2,0.141
Random,1186,0,2,0.141
Random,1187,0,2,0.141
DQN,198,18,50,12.348
A*,81,41,83,52.506
Random,1188,0,2,0.141
Random,1189,0,2,0.140
Random,1190,0,2,0.140
Random,1191,1,2,0.141
Random,1192,0,2,0.141
Random,1193,0,2,0.141
Random,1194,1,2,0.142
Random,1195,0,2,0.141
Random,1196,0,2,0.141
Random,1197,0,2,0.141
Random,1198,0,2,0.141
Random,1199,0,2,0.141
Random,1200,0,2,0.141
DQN,199,41,50,12.492
BFS,84,53,85,50.952
Random,1201,0,2,0.141
DQN,200,9,50,12.475
Random,1202,0,2,0.141
Random,1203,0,2,0.140
Random,1204,0,2,0.140
Random,1205,0,2,0.140
A*,82,53,83,52.512
Random,1206,0,2,0.140
Random,1207,0,2,0.140
Random,1208,0,2,0.140
Random,1209,0,2,0.140
Random,1210,0,2,0.140
Random,1211,0,2,0.140
Random,1212,0,2,0.139
Random,1213,0,2,0.139
DQN,201,32,50,12.572
Random,1214,0,2,0.139
Random,1215,0,2,0.139
Random,1216,1,2,0.140
Random,1217,0,2,0.140
DQN,202,14,50,12.579
Random,1218,0,2,0.140
Random,1219,0,2,0.139
Random,1220,0,2,0.139
Random,1221,0,2,0.139
Random,1222,0,2,0.139
A*,83,47,83,52.446
BFS,85,59,85,51.047
Random,1223,0,2,0.139
Random,1224,0,2,0.139
Random,1225,0,2,0.139
Random,1226,1,2,0.139
DQN,203,33,50,12.680
Random,1227,0,2,0.139
Random,1228,0,2,0.139
DQN,204,11,50,12.672
Random,1229,0,2,0.139
Random,1230,0,2,0.139
Random,1231,0,2,0.139
Random,1232,0,2,0.139
Random,1233,0,2,0.139
DQN,205,21,50,12.712
Random,1234,0,2,0.139
Random,1235,0,2,0.138
Random,1236,0,2,0.138
Random,1237,0,2,0.138
A*,84,60,83,52.536
BFS,86,60,85,51.151
Random,1238,0,2,0.138
Random,1239,1,2,0.139
Random,1240,0,2,0.139
Random,1241,0,2,0.139
Random,1242,1,2,0.139
Random,1243,0,2,0.139
Random,1244,0,2,0.139
Random,1245,0,2,0.139
DQN,206,40,50,12.845
BFS,87,31,85,50.920
Random,1246,0,2,0.139
Random,1247,0,2,0.139
Random,1248,0,2,0.139
Random,1249,0,2,0.139
Random,1250,0,2,0.138
DQN,207,26,50,12.908
Random,1251,0,2,0.138
Random,1252,0,2,0.138
A*,85,64,83,52.671
Random,1253,0,2,0.138
Random,1254,0,2,0.138
Random,1255,0,2,0.138
Random,1256,0,2,0.138
Random,1257,0,2,0.138
Random,1258,1,2,0.138
Random,1259,0,2,0.138
Random,1260,0,2,0.138
Random,1261,0,2,0.138
DQN,208,34,50,13.010
Random,1262,0,2,0.138
Random,1263,0,2,0.138
Random,1264,0,2,0.138
Random,1265,0,2,0.138
A*,86,45,83,52.581
Random,1266,0,2,0.137
Random,1267,0,2,0.137
BFS,88,72,85,51.159
DQN,209,22,50,13.053
Random,1268,0,2,0.137
Random,1269,0,2,0.137
Random,1270,0,2,0.137
A*,87,34,83,52.368
Random,1271,1,2,0.138
Random,1272,0,2,0.138
DQN,210,23,50,13.100
Random,1273,0,2,0.137
Random,1274,0,2,0.137
Random,1275,0,2,0.137
Random,1276,0,2,0.137
Random,1277,0,2,0.137
DQN,211,18,50,13.123
Random,1278,0,2,0.137
Random,1279,1,2,0.138
Random,1280,0,2,0.138
BFS,89,56,85,51.213
Random,1281,0,2,0.137
Random,1282,0,2,0.137
Random,1283,0,2,0.137
Random,1284,0,2,0.137
Random,1285,1,2,0.138
A*,88,50,83,52.341
Random,1286,0,2,0.138
Random,1287,0,2,0.138
Random,1288,0,2,0.137
Random,1289,0,2,0.137
DQN,212,34,50,13.222
Random,1290,0,2,0.137
Random,1291,2,2,0.139
Random,1292,1,2,0.139
Random,1293,0,2,0.139
Random,1294,0,2,0.139
Random,1295,0,2,0.139
Random,1296,0,2,0.139
DQN,213,23,50,13.268
Random,1297,0,2,0.139
BFS,90,47,85,51.167
Random,1298,0,2,0.139
Random,1299,0,2,0.139
Random,1300,0,2,0.138
Random,1301,0,2,0.138
Random,1302,0,2,0.138
DQN,214,24,50,13.318
Random,1303,0,2,0.138
A*,89,53,83,52.348
Random,1304,0,2,0.138
Random,1305,1,2,0.139
Random,1306,0,2,0.139
DQN,215,16,50,13.330
Random,1307,0,2,0.138
Random,1308,0,2,0.138
BFS,91,44,85,51.088
DQN,216,15,50,13.338
Random,1309,0,2,0.138
Random,1310,0,2,0.138
Random,1311,0,2,0.138
Random,1312,1,2,0.139
Random,1313,0,2,0.139
A*,90,38,83,52.189
Random,1314,1,2,0.139
Random,1315,1,2,0.140
Random,1316,0,2,0.140
Random,1317,0,2,0.140
Random,1318,0,2,0.140
DQN,217,31,50,13.419
Random,1319,0,2,0.139
BFS,92,42,85,50.989
Random,1320,0,2,0.139
Random,1321,1,2,0.140
Random,1322,0,2,0.140
Random,1323,1,2,0.141
Random,1324,0,2,0.140
DQN,218,24,50,13.468
Random,1325,1,2,0.141
DQN,219,7,50,13.438
Random,1326,0,2,0.141
Random,1327,0,2,0.141
BFS,93,27,85,50.731
Random,1328,0,2,0.141
Random,1329,0,2,0.141
Random,1330,0,2,0.141
Random,1331,0,2,0.140
Random,1332,0,2,0.140
Random,1333,0,2,0.140
DQN,220,21,50,13.473
Random,1334,0,2,0.140
A*,91,74,83,52.429
Random,1335,0,2,0.140
Random,1336,0,2,0.140
Random,1337,0,2,0.140
Random,1338,1,2,0.141
Random,1339,0,2,0.140
Random,1340,0,2,0.140
Random,1341,0,2,0.140
DQN,221,28,50,13.538
Random,1342,0,2,0.140
Random,1343,0,2,0.140
Random,1344,0,2,0.140
Random,1345,0,2,0.140
Random,1346,0,2,0.140
Random,1347,1,2,0.140
DQN,222,21,50,13.572
Random,1348,0,2,0.140
Random,1349,0,2,0.140
Random,1350,0,2,0.140
Random,1351,0,2,0.140
BFS,94,71,85,50.947
Random,1352,0,2,0.140
A*,92,49,83,52.391
Random,1353,0,2,0.140
Random,1354,0,2,0.140
Random,1355,0,2,0.139
Random,1356,1,2,0.140
DQN,223,32,50,13.655
Random,1357,0,2,0.140
Random,1358,0,2,0.140
A*,93,36,83,52.215
Random,1359,1,2,0.141
Random,1360,0,2,0.140
Random,1361,0,2,0.140
Random,1362,0,2,0.140
Random,1363,0,2,0.140
Random,1364,1,2,0.141
Random,1365,0,2,0.141
Random,1366,0,2,0.141
DQN,224,27,50,13.714
BFS,95,48,85,50.916
Random,1367,0,2,0.140
Random,1368,0,2,0.140
Random,1369,0,2,0.140
DQN,225,16,50,13.724
Random,1370,0,2,0.140
Random,1371,0,2,0.140
Hamiltonian,3,297,297,297.000
Random,1372,1,2,0.141
Random,1373,0,2,0.141
Random,1374,1,2,0.141
Random,1375,0,2,0.141
DQN,226,30,50,13.796
Random,1376,0,2,0.141
BFS,96,43,85,50.833
Random,1377,0,2,0.141
Random,1378,0,2,0.141
Random,1379,0,2,0.141
A*,94,63,83,52.330
Random,1380,0,2,0.141
Random,1381,0,2,0.140
Random,1382,0,2,0.140
Random,1383,0,2,0.140
Random,1384,0,2,0.140
Random,1385,0,2,0.140
Random,1386,0,2,0.140
Random,1387,0,2,0.140
Random,1388,0,2,0.140
Random,1389,1,2,0.140
Random,1390,0,2,0.140
Random,1391,0,2,0.140
Random,1392,0,2,0.140
Random,1393,0,2,0.140
A*,95,41,83,52.211
BFS,97,53,85,50.856
DQN,227,55,55,13.978
Random,1394,0,2,0.140
Random,1395,0,2,0.140
Random,1396,0,2,0.140
Random,1397,0,2,0.140
Random,1398,0,2,0.139
Random,1399,0,2,0.139
BFS,98,30,85,50.643
Random,1400,2,2,0.141
Random,1401,0,2,0.141
Random,1402,0,2,0.141
Random,1403,1,2,0.141
Random,1404,0,2,0.141
Random,1405,1,2,0.142
DQN,228,32,55,14.057
Random,1406,0,2,0.142
Random,1407,0,2,0.141
Random,1408,0,2,0.141
A*,96,43,83,52.115
Random,1409,1,2,0.142
DQN,229,18,55,14.074
Random,1410,0,2,0.142
Random,1411,0,2,0.142
Random,1412,0,2,0.142
DQN,230,16,55,14.083
BFS,99,45,85,50.586
Random,1413,0,2,0.142
A*,97,38,83,51.969
Random,1414,0,2,0.141
Random,1415,0,2,0.141
DQN,231,13,55,14.078
Random,1416,0,2,0.141
Random,1417,0,2,0.141
Random,1418,0,2,0.141
Random,1419,0,2,0.141
Random,1420,0,2,0.141
Random,1421,0,2,0.141
Random,1422,0,2,0.141
Random,1423,0,2,0.141
Random,1424,0,2,0.140
Random,1425,0,2,0.140
Random,1426,0,2,0.140
Random,1427,0,2,0.140
Random,1428,0,2,0.140
BFS,100,50,85,50.580
Random,1429,0,2,0.140
A*,98,47,83,51.918
DQN,232,38,55,14.181
Random,1430,0,2,0.140
DQN,233,7,55,14.150
Random,1431,1,2,0.140
Random,1432,0,2,0.140
DQN,234,13,55,14.145
Random,1433,0,2,0.140
Random,1434,1,2,0.141
Random,1435,0,2,0.141
Random,1436,0,2,0.141
Random,1437,0,2,0.141
Random,1438,0,2,0.140
Random,1439,0,2,0.140
Random,1440,1,2,0.141
Random,1441,0,2,0.141
Random,1442,0,2,0.141
BFS,101,48,85,50.554
Random,1443,0,2,0.141
Random,1444,0,2,0.141
Random,1445,0,2,0.140
Random,1446,0,2,0.140
Random,1447,0,2,0.140
Random,1448,0,2,0.140
Random,1449,0,2,0.140
A*,99,64,83,52.040
Random,1450,0,2,0.140
Random,1451,0,2,0.140
Random,1452,0,2,0.140
Random,1453,0,2,0.140
DQN,235,51,55,14.302
Random,1454,0,2,0.140
Random,1455,0,2,0.140
Random,1456,0,2,0.139
Random,1457,0,2,0.139
Random,1458,0,2,0.139
Random,1459,1,2,0.140
DQN,236,14,55,14.301
Random,1460,0,2,0.140
BFS,102,49,85,50.539
Random,1461,1,2,0.140
Random,1462,0,2,0.140
Random,1463,0,2,0.140
DQN,237,19,55,14.321
A*,100,52,83,52.040
Random,1464,0,2,0.140
Random,1465,0,2,0.140
Random,1466,0,2,0.140
Random,1467,0,2,0.140
Random,1468,0,2,0.140
Random,1469,0,2,0.140
DQN,238,18,55,14.336
Random,1470,0,2,0.139
BFS,103,41,85,50.447
Random,1471,0,2,0.139
Random,1472,1,2,0.140
Random,1473,1,2,0.141
DQN,239,14,55,14.335
Random,1474,0,2,0.140
Random,1475,1,2,0.141
Random,1476,0,2,0.141
Random,1477,0,2,0.141
A*,101,47,83,51.990
Random,1478,1,2,0.141
Random,1479,0,2,0.141
Random,1480,1,2,0.142
Random,1481,0,2,0.142
Random,1482,0,2,0.142
Random,1483,0,2,0.142
Random,1484,1,2,0.142
DQN,240,35,55,14.421
Random,1485,0,2,0.142
Random,1486,0,2,0.142
Random,1487,0,2,0.142
Random,1488,0,2,0.142
A*,102,44,83,51.912
Random,1489,0,2,0.142
Random,1490,0,2,0.142
Random,1491,0,2,0.142
Random,1492,0,2,0.141
Random,1493,0,2,0.141
BFS,104,71,85,50.644
Random,1494,0,2,0.141
Random,1495,0,2,0.141
Random,1496,0,2,0.141
DQN,241,42,55,14.535
Random,1497,0,2,0.141
Random,1498,1,2,0.142
Random,1499,0,2,0.141
Random,1500,0,2,0.141
Random,1501,0,2,0.141
Random,1502,1,2,0.142
BFS,105,49,85,50.629
DQN,242,33,55,14.612
Random,1503,0,2,0.142
Random,1504,0,2,0.142
Random,1505,0,2,0.142
Random,1506,0,2,0.141
Random,1507,0,2,0.141
DQN,243,21,55,14.638
Random,1508,0,2,0.141
Random,1509,0,2,0.141
A*,103,75,83,52.136
Random,1510,0,2,0.141
DQN,244,7,55,14.607
Random,1511,1,2,0.142
Random,1512,0,2,0.142
Random,1513,0,2,0.141
Random,1514,0,2,0.141
BFS,106,44,85,50.566
DQN,245,20,55,14.629
Random,1515,0,2,0.141
Random,1516,1,2,0.142
Random,1517,0,2,0.142
Random,1518,0,2,0.142
DQN,246,19,55,14.646
Random,1519,1,2,0.142
Random,1520,0,2,0.142
Random,1521,1,2,0.143
Random,1522,0,2,0.143
DQN,247,15,55,14.648
Random,1523,0,2,0.142
Random,1524,0,2,0.142
DQN,248,14,55,14.645
BFS,107,42,85,50.486
Random,1525,0,2,0.142
A*,104,52,83,52.135
Random,1526,0,2,0.142
DQN,249,10,55,14.627
Random,1527,1,2,0.143
Random,1528,0,2,0.143
Random,1529,0,2,0.143
Random,1530,0,2,0.142
Random,1531,1,2,0.143
Random,1532,0,2,0.143
Random,1533,0,2,0.143
BFS,108,26,85,50.259
Random,1534,0,2,0.143
Random,1535,0,2,0.143
Random,1536,0,2,0.143
Random,1537,0,2,0.142
Random,1538,0,2,0.142
DQN,250,34,55,14.704
Random,1539,1,2,0.143
Random,1540,0,2,0.143
Random,1541,0,2,0.143
Random,1542,0,2,0.143
DQN,251,18,55,14.717
Random,1543,0,2,0.143
Random,1544,0,2,0.142
Random,1545,0,2,0.142
Random,1546,0,2,0.142
Random,1547,0,2,0.142
Random,1548,0,2,0.142
DQN,252,22,55,14.746
Random,1549,0,2,0.142
A*,105,67,83,52.276
Random,1550,0,2,0.142
Random,1551,0,2,0.142
Random,1552,2,2,0.143
DQN,253,20,55,14.767
Random,1553,0,2,0.143
Random,1554,0,2,0.143
Random,1555,1,2,0.143
BFS,109,74,85,50.477
Random,1556,1,2,0.144
Random,1557,0,2,0.144
Random,1558,0,2,0.144
Random,1559,0,2,0.144
Random,1560,0,2,0.144
Random,1561,0,2,0.143
DQN,254,23,55,14.799
Random,1562,0,2,0.143
Random,1563,0,2,0.143
Random,1564,0,2,0.143
Random,1565,0,2,0.143
DQN,255,21,55,14.824
Random,1566,0,2,0.143
Random,1567,0,2,0.143
Random,1568,0,2,0.143
A*,106,67,83,52.415
Random,1569,0,2,0.143
Random,1570,1,2,0.143
Random,1571,0,2,0.143
Random,1572,0,2,0.143
Random,1573,1,2,0.144
Random,1574,0,2,0.144
DQN,256,23,55,14.855
Random,1575,0,2,0.143
Random,1576,0,2,0.143
DQN,257,9,55,14.833
BFS,110,63,85,50.591
Random,1577,0,2,0.143
Random,1578,0,2,0.143
DQN,258,8,55,14.806
Random,1579,0,2,0.143
Random,1580,0,2,0.143
Random,1581,0,2,0.143
Random,1582,0,2,0.143
Random,1583,0,2,0.143
Random,1584,0,2,0.143
A*,107,47,83,52.364
Random,1585,0,2,0.143
Random,1586,1,2,0.143
Random,1587,0,2,0.143
DQN,259,31,55,14.869
Random,1588,0,2,0.143
Random,1589,0,2,0.143
Random,1590,0,2,0.143
Random,1591,0,2,0.143
DQN,260,15,55,14.869
A*,108,30,83,52.157
Random,1592,0,2,0.143
Random,1593,0,2,0.142
Random,1594,0,2,0.142
