agent,game_num,score,record,mean_score
Random,10020,0,3,0.123
DQN,1532,19,63,22.532
Random,10021,0,3,0.123
Random,10022,0,3,0.123
Random,10023,0,3,0.123
Random,10024,0,3,0.123
Random,10025,0,3,0.122
DQN,1533,17,63,22.528
Random,10026,0,3,0.122
Random,10027,0,3,0.122
BFS,698,56,88,50.387
Random,10028,0,3,0.122
Random,10029,0,3,0.122
Random,10030,0,3,0.122
Random,10031,0,3,0.122
Random,10032,0,3,0.122
DQN,1534,39,63,22.539
Random,10033,0,3,0.122
Random,10034,0,3,0.122
Random,10035,0,3,0.122
BFS,699,33,88,50.362
Random,10036,0,3,0.122
Random,10037,0,3,0.122
Random,10038,0,3,0.122
Random,10039,0,3,0.122
Random,10040,0,3,0.122
DQN,1535,17,63,22.536
Random,10041,0,3,0.122
A*,689,72,90,51.347
Random,10042,1,3,0.122
Random,10043,0,3,0.122
Random,10044,0,3,0.122
Random,10045,1,3,0.122
Random,10046,0,3,0.122
DQN,1536,14,63,22.530
Random,10047,0,3,0.122
Random,10048,0,3,0.122
Random,10049,1,3,0.122
Random,10050,0,3,0.122
Random,10051,0,3,0.122
Random,10052,1,3,0.123
Random,10053,0,3,0.123
Random,10054,0,3,0.123
A*,690,39,90,51.329
Random,10055,1,3,0.123
Random,10056,1,3,0.123
DQN,1537,31,63,22.535
Random,10057,0,3,0.123
Random,10058,0,3,0.123
Random,10059,0,3,0.123
Random,10060,0,3,0.123
A*,691,25,90,51.291
Random,10061,0,3,0.123
Random,10062,0,3,0.123
BFS,700,65,88,50.383
Random,10063,0,3,0.123
Random,10064,0,3,0.123
Random,10065,0,3,0.123
Random,10066,0,3,0.123
DQN,1538,38,63,22.546
Random,10067,0,3,0.123
Random,10068,1,3,0.123
Random,10069,0,3,0.123
Random,10070,0,3,0.123
Random,10071,0,3,0.123
Random,10072,0,3,0.123
Random,10073,0,3,0.123
A*,692,54,90,51.295
Random,10074,0,3,0.123
DQN,1539,34,63,22.553
Random,10075,0,3,0.123
BFS,701,55,88,50.389
Random,10076,0,3,0.123
Random,10077,0,3,0.123
Random,10078,0,3,0.123
Random,10079,1,3,0.123
Random,10080,0,3,0.123
Random,10081,0,3,0.123
DQN,1540,16,63,22.549
Random,10082,0,3,0.123
Random,10083,0,3,0.123
Random,10084,0,3,0.123
A*,693,33,90,51.268
DQN,1541,14,63,22.543
Random,10085,0,3,0.123
Random,10086,0,3,0.123
Random,10087,0,3,0.123
Random,10088,0,3,0.123
DQN,1542,18,63,22.540
Random,10089,0,3,0.123
Random,10090,0,3,0.122
DQN,1543,8,63,22.531
Random,10091,0,3,0.122
Random,10092,0,3,0.122
Random,10093,0,3,0.122
Random,10094,0,3,0.122
DQN,1544,19,63,22.528
Random,10095,0,3,0.122
BFS,702,64,88,50.409
Random,10096,0,3,0.122
Random,10097,1,3,0.123
Random,10098,0,3,0.122
Random,10099,0,3,0.122
DQN,1545,16,63,22.524
A*,694,57,90,51.277
Random,10100,0,3,0.122
Random,10101,0,3,0.122
Random,10102,0,3,0.122
Random,10103,1,3,0.123
Random,10104,0,3,0.123
Random,10105,0,3,0.123
Random,10106,0,3,0.123
Random,10107,0,3,0.122
Random,10108,0,3,0.122
Random,10109,0,3,0.122
Random,10110,0,3,0.122
DQN,1546,26,63,22.527
Random,10111,0,3,0.122
Random,10112,0,3,0.122
Random,10113,0,3,0.122
Random,10114,0,3,0.122
BFS,703,49,88,50.407
Random,10115,0,3,0.122
DQN,1547,20,63,22.525
Random,10116,0,3,0.122
Random,10117,0,3,0.122
Random,10118,0,3,0.122
Random,10119,0,3,0.122
A*,695,44,90,51.266
DQN,1548,12,63,22.518
Random,10120,0,3,0.122
Random,10121,0,3,0.122
Random,10122,0,3,0.122
Random,10123,0,3,0.122
Random,10124,0,3,0.122
Random,10125,0,3,0.122
Random,10126,0,3,0.122
Random,10127,0,3,0.122
Random,10128,1,3,0.122
Random,10129,0,3,0.122
Random,10130,0,3,0.122
Random,10131,0,3,0.122
BFS,704,38,88,50.389
Random,10132,0,3,0.122
DQN,1549,28,63,22.522
Random,10133,1,3,0.122
Random,10134,0,3,0.122
Random,10135,0,3,0.122
DQN,1550,18,63,22.519
Random,10136,0,3,0.122
Random,10137,0,3,0.122
Random,10138,0,3,0.122
A*,696,57,90,51.274
Random,10139,1,3,0.122
Random,10140,1,3,0.122
Random,10141,0,3,0.122
DQN,1551,25,63,22.520
Random,10142,0,3,0.122
Random,10143,1,3,0.123
A*,697,23,90,51.234
Random,10144,0,3,0.123
Random,10145,0,3,0.123
BFS,705,63,88,50.407
Random,10146,0,3,0.123
Random,10147,0,3,0.122
Random,10148,0,3,0.122
DQN,1552,34,63,22.528
Random,10149,0,3,0.122
Random,10150,0,3,0.122
Random,10151,0,3,0.122
Random,10152,0,3,0.122
Random,10153,0,3,0.122
Random,10154,0,3,0.122
Random,10155,0,3,0.122
Random,10156,0,3,0.122
Random,10157,0,3,0.122
Random,10158,0,3,0.122
BFS,706,35,88,50.385
A*,698,49,90,51.231
Random,10159,0,3,0.122
DQN,1553,32,63,22.534
Random,10160,0,3,0.122
Random,10161,0,3,0.122
Random,10162,0,3,0.122
Random,10163,0,3,0.122
Random,10164,0,3,0.122
Random,10165,0,3,0.122
Random,10166,0,3,0.122
Random,10167,1,3,0.122
Random,10168,0,3,0.122
Random,10169,0,3,0.122
Random,10170,0,3,0.122
Random,10171,0,3,0.122
DQN,1554,36,63,22.542
Random,10172,0,3,0.122
Random,10173,0,3,0.122
A*,699,48,90,51.226
Random,10174,0,3,0.122
Random,10175,0,3,0.122
Random,10176,0,3,0.122
Random,10177,0,3,0.122
BFS,707,60,88,50.399
Random,10178,0,3,0.122
Random,10179,0,3,0.122
Random,10180,0,3,0.122
Random,10181,0,3,0.122
Random,10182,0,3,0.122
Random,10183,1,3,0.122
Random,10184,0,3,0.122
Random,10185,0,3,0.122
DQN,1555,40,63,22.554
Random,10186,0,3,0.122
Random,10187,0,3,0.122
DQN,1556,23,63,22.554
Random,10188,0,3,0.122
Random,10189,0,3,0.122
BFS,708,48,88,50.395
Random,10190,0,3,0.122
DQN,1557,13,63,22.548
Random,10191,0,3,0.122
Random,10192,0,3,0.122
A*,700,71,90,51.254
Random,10193,0,3,0.122
Random,10194,0,3,0.122
Random,10195,0,3,0.122
Random,10196,0,3,0.122
DQN,1558,49,63,22.565
Random,10197,0,3,0.122
Random,10198,0,3,0.122
BFS,709,59,88,50.408
Random,10199,0,3,0.122
Random,10200,1,3,0.122
Random,10201,0,3,0.122
Random,10202,0,3,0.122
Random,10203,0,3,0.122
A*,701,54,90,51.258
Random,10204,0,3,0.122
Random,10205,0,3,0.122
Random,10206,0,3,0.122
Random,10207,0,3,0.122
Random,10208,0,3,0.122
BFS,710,39,88,50.392
Random,10209,0,3,0.122
Random,10210,0,3,0.122
DQN,1559,51,63,22.583
Random,10211,0,3,0.122
Random,10212,0,3,0.122
Random,10213,0,3,0.122
Random,10214,0,3,0.122
A*,702,53,90,51.261
Random,10215,1,3,0.122
Random,10216,0,3,0.122
Random,10217,0,3,0.122
BFS,711,41,88,50.378
Random,10218,0,3,0.122
Random,10219,1,3,0.122
DQN,1560,32,63,22.589
Random,10220,0,3,0.122
Random,10221,0,3,0.122
Random,10222,0,3,0.122
Random,10223,0,3,0.122
Random,10224,0,3,0.122
Random,10225,0,3,0.122
DQN,1561,26,63,22.591
Random,10226,0,3,0.122
Random,10227,0,3,0.122
Random,10228,0,3,0.122
Random,10229,0,3,0.122
Random,10230,0,3,0.122
Random,10231,0,3,0.122
A*,703,52,90,51.262
Random,10232,0,3,0.122
BFS,712,54,88,50.383
Random,10233,0,3,0.122
Random,10234,1,3,0.122
Random,10235,0,3,0.122
Random,10236,0,3,0.122
Random,10237,0,3,0.122
Random,10238,0,3,0.122
Random,10239,0,3,0.122
Random,10240,0,3,0.122
Random,10241,1,3,0.122
DQN,1562,45,63,22.606
Random,10242,0,3,0.122
Random,10243,0,3,0.122
Random,10244,0,3,0.122
Random,10245,0,3,0.122
BFS,713,42,88,50.372
Random,10246,1,3,0.122
A*,704,57,90,51.270
Random,10247,1,3,0.122
Random,10248,0,3,0.122
Random,10249,0,3,0.122
Random,10250,0,3,0.122
Random,10251,0,3,0.122
DQN,1563,33,63,22.612
Random,10252,0,3,0.122
Random,10253,0,3,0.122
Random,10254,0,3,0.122
Random,10255,0,3,0.122
Random,10256,0,3,0.122
BFS,714,30,88,50.343
Random,10257,0,3,0.122
DQN,1564,12,63,22.605
Random,10258,0,3,0.122
Random,10259,0,3,0.122
Random,10260,0,3,0.122
Random,10261,0,3,0.122
Random,10262,0,3,0.122
BFS,715,19,88,50.299
Random,10263,0,3,0.122
Random,10264,1,3,0.122
Random,10265,2,3,0.122
Random,10266,0,3,0.122
Random,10267,0,3,0.122
Random,10268,0,3,0.122
Random,10269,0,3,0.122
Random,10270,1,3,0.122
Random,10271,0,3,0.122
Random,10272,0,3,0.122
Random,10273,0,3,0.122
Random,10274,0,3,0.122
Random,10275,0,3,0.122
Random,10276,0,3,0.122
DQN,1565,36,63,22.614
Random,10277,0,3,0.122
Random,10278,0,3,0.122
Random,10279,0,3,0.122
Random,10280,0,3,0.122
Random,10281,0,3,0.122
BFS,716,48,88,50.296
Random,10282,0,3,0.122
Random,10283,0,3,0.122
A*,705,69,90,51.295
Random,10284,0,3,0.122
Random,10285,0,3,0.122
Random,10286,0,3,0.122
Random,10287,1,3,0.122
DQN,1566,32,63,22.620
Random,10288,0,3,0.122
Random,10289,0,3,0.122
Random,10290,0,3,0.122
Random,10291,0,3,0.122
Random,10292,0,3,0.122
A*,706,28,90,51.262
Random,10293,1,3,0.122
DQN,1567,27,63,22.623
Random,10294,0,3,0.122
Random,10295,0,3,0.122
BFS,717,44,88,50.287
Random,10296,0,3,0.122
Random,10297,0,3,0.122
Random,10298,0,3,0.122
Random,10299,1,3,0.122
Random,10300,0,3,0.122
Random,10301,1,3,0.122
Random,10302,1,3,0.122
DQN,1568,26,63,22.625
Random,10303,0,3,0.122
Random,10304,0,3,0.122
Random,10305,0,3,0.122
Random,10306,0,3,0.122
Random,10307,0,3,0.122
Random,10308,0,3,0.122
A*,707,51,90,51.262
DQN,1569,21,63,22.624
Random,10309,0,3,0.122
Random,10310,0,3,0.122
Random,10311,0,3,0.122
Random,10312,0,3,0.122
Random,10313,0,3,0.122
Random,10314,0,3,0.122
Random,10315,0,3,0.122
Random,10316,0,3,0.122
Random,10317,0,3,0.122
DQN,1570,26,63,22.626
Random,10318,0,3,0.122
A*,708,30,90,51.232
Random,10319,1,3,0.122
Random,10320,0,3,0.122
BFS,718,68,88,50.312
Random,10321,0,3,0.122
Random,10322,0,3,0.122
DQN,1571,20,63,22.624
Random,10323,0,3,0.122
Random,10324,0,3,0.122
Random,10325,0,3,0.122
DQN,1572,10,63,22.616
Random,10326,0,3,0.122
A*,709,32,90,51.205
Random,10327,0,3,0.122
Random,10328,0,3,0.122
DQN,1573,24,63,22.617
BFS,719,43,88,50.302
Random,10329,0,3,0.122
Random,10330,0,3,0.122
Random,10331,0,3,0.122
Random,10332,0,3,0.122
Random,10333,0,3,0.122
DQN,1574,16,63,22.613
Random,10334,0,3,0.122
Random,10335,0,3,0.122
A*,710,49,90,51.201
Random,10336,0,3,0.122
Random,10337,0,3,0.122
Random,10338,0,3,0.122
DQN,1575,23,63,22.613
Random,10339,0,3,0.122
Random,10340,0,3,0.122
Random,10341,0,3,0.122
BFS,720,50,88,50.301
Random,10342,1,3,0.122
Random,10343,0,3,0.122
Random,10344,0,3,0.122
Random,10345,0,3,0.122
Random,10346,0,3,0.122
DQN,1576,41,63,22.625
A*,711,60,90,51.214
Random,10347,0,3,0.122
Random,10348,0,3,0.122
Random,10349,0,3,0.122
Random,10350,0,3,0.122
Random,10351,0,3,0.122
Random,10352,0,3,0.122
Random,10353,1,3,0.122
DQN,1577,21,63,22.624
BFS,721,49,88,50.300
Random,10354,0,3,0.122
Random,10355,1,3,0.122
Random,10356,0,3,0.122
Random,10357,1,3,0.122
Random,10358,0,3,0.122
Random,10359,0,3,0.122
DQN,1578,19,63,22.622
Random,10360,0,3,0.122
Random,10361,0,3,0.122
DQN,1579,7,63,22.612
Random,10362,0,3,0.122
Random,10363,0,3,0.122
Random,10364,0,3,0.122
DQN,1580,17,63,22.608
Hamiltonian,23,297,297,297.000
Random,10365,0,3,0.122
Random,10366,0,3,0.122
A*,712,58,90,51.223
Random,10367,0,3,0.122
Random,10368,0,3,0.122
Random,10369,0,3,0.122
Random,10370,0,3,0.122
Random,10371,0,3,0.122
Random,10372,0,3,0.122
DQN,1581,29,63,22.612
BFS,722,59,88,50.312
A*,713,29,90,51.192
Random,10373,0,3,0.122
Random,10374,0,3,0.122
Random,10375,0,3,0.122
Random,10376,2,3,0.122
Random,10377,0,3,0.122
Random,10378,0,3,0.122
Random,10379,0,3,0.122
Random,10380,0,3,0.122
Random,10381,0,3,0.122
Random,10382,0,3,0.122
Random,10383,0,3,0.122
DQN,1582,38,63,22.622
Random,10384,0,3,0.122
Random,10385,0,3,0.122
Random,10386,0,3,0.122
Random,10387,0,3,0.122
Random,10388,0,3,0.122
BFS,723,57,88,50.321
DQN,1583,24,63,22.623
Random,10389,0,3,0.122
Random,10390,0,3,0.122
Random,10391,0,3,0.122
Random,10392,0,3,0.122
Random,10393,0,3,0.122
Random,10394,1,3,0.122
Random,10395,1,3,0.122
Random,10396,0,3,0.122
Random,10397,0,3,0.122
A*,714,68,90,51.216
Random,10398,0,3,0.122
Random,10399,0,3,0.122
Random,10400,0,3,0.122
Random,10401,0,3,0.122
Random,10402,1,3,0.122
Random,10403,0,3,0.122
Random,10404,0,3,0.122
Random,10405,0,3,0.122
DQN,1584,43,63,22.636
Random,10406,0,3,0.122
BFS,724,48,88,50.318
Random,10407,0,3,0.122
Random,10408,0,3,0.122
Random,10409,0,3,0.122
Random,10410,0,3,0.122
Random,10411,0,3,0.122
Random,10412,0,3,0.122
DQN,1585,19,63,22.633
Random,10413,0,3,0.122
Random,10414,0,3,0.122
A*,715,43,90,51.204
Random,10415,0,3,0.122
Random,10416,1,3,0.122
Random,10417,0,3,0.122
Random,10418,0,3,0.122
Random,10419,0,3,0.122
DQN,1586,25,63,22.635
Random,10420,0,3,0.122
Random,10421,0,3,0.122
Random,10422,0,3,0.122
Random,10423,0,3,0.122
Random,10424,0,3,0.122
BFS,725,49,88,50.316
Random,10425,0,3,0.122
Random,10426,0,3,0.122
Random,10427,0,3,0.122
Random,10428,0,3,0.122
A*,716,48,90,51.200
Random,10429,0,3,0.122
Random,10430,0,3,0.122
Random,10431,1,3,0.122
Random,10432,0,3,0.122
DQN,1587,38,63,22.645
Random,10433,0,3,0.122
Random,10434,0,3,0.122
DQN,1588,11,63,22.637
Random,10435,0,3,0.122
Random,10436,0,3,0.122
BFS,726,38,88,50.299
Random,10437,0,3,0.122
Random,10438,0,3,0.122
Random,10439,0,3,0.122
DQN,1589,11,63,22.630
Random,10440,0,3,0.122
Random,10441,0,3,0.122
Random,10442,0,3,0.122
Random,10443,0,3,0.122
Random,10444,0,3,0.122
Random,10445,0,3,0.122
DQN,1590,25,63,22.631
A*,717,46,90,51.192
Random,10446,0,3,0.122
Random,10447,1,3,0.122
Random,10448,0,3,0.122
Random,10449,0,3,0.122
Random,10450,0,3,0.122
Random,10451,1,3,0.122
Random,10452,0,3,0.122
Random,10453,0,3,0.122
DQN,1591,28,63,22.635
Random,10454,0,3,0.122
Random,10455,0,3,0.122
Random,10456,0,3,0.122
Random,10457,0,3,0.122
Random,10458,0,3,0.122
BFS,727,65,88,50.319
Random,10459,0,3,0.122
Random,10460,1,3,0.122
Random,10461,0,3,0.122
Random,10462,0,3,0.122
Random,10463,0,3,0.122
Random,10464,1,3,0.122
Random,10465,0,3,0.122
Random,10466,1,3,0.122
DQN,1592,37,63,22.644
Random,10467,0,3,0.122
A*,718,64,90,51.210
Random,10468,0,3,0.122
Random,10469,0,3,0.122
Random,10470,0,3,0.122
Random,10471,0,3,0.122
Random,10472,0,3,0.122
Random,10473,0,3,0.122
Random,10474,0,3,0.122
Random,10475,0,3,0.122
DQN,1593,28,63,22.647
Random,10476,0,3,0.122
BFS,728,66,88,50.341
Random,10477,0,3,0.122
Random,10478,0,3,0.122
DQN,1594,22,63,22.647
Random,10479,0,3,0.122
A*,719,46,90,51.203
Random,10480,0,3,0.122
Random,10481,0,3,0.122
Random,10482,0,3,0.122
Random,10483,0,3,0.122
Random,10484,0,3,0.122
BFS,729,36,88,50.321
Random,10485,0,3,0.122
A*,720,29,90,51.172
Random,10486,0,3,0.122
Random,10487,1,3,0.122
Random,10488,0,3,0.122
Random,10489,0,3,0.122
DQN,1595,40,63,22.658
Random,10490,1,3,0.122
Random,10491,0,3,0.122
Random,10492,0,3,0.122
Random,10493,0,3,0.122
DQN,1596,22,63,22.657
Random,10494,0,3,0.122
Random,10495,0,3,0.122
Random,10496,1,3,0.122
DQN,1597,9,63,22.649
Random,10497,0,3,0.122
Random,10498,0,3,0.122
Random,10499,0,3,0.122
Random,10500,0,3,0.122
Random,10501,0,3,0.122
A*,721,58,90,51.182
Random,10502,0,3,0.122
BFS,730,68,88,50.345
Random,10503,0,3,0.122
Random,10504,0,3,0.122
Random,10505,0,3,0.122
Random,10506,0,3,0.122
Random,10507,0,3,0.122
Random,10508,0,3,0.122
Random,10509,0,3,0.122
Random,10510,0,3,0.122
Random,10511,0,3,0.122
Random,10512,0,3,0.122
Random,10513,0,3,0.122
DQN,1598,43,63,22.661
Random,10514,0,3,0.122
Random,10515,0,3,0.122
DQN,1599,10,63,22.654
Random,10516,0,3,0.122
Random,10517,0,3,0.122
BFS,731,62,88,50.361
Random,10518,0,3,0.122
DQN,1600,24,63,22.654
Random,10519,0,3,0.122
Random,10520,0,3,0.122
Random,10521,1,3,0.122
A*,722,70,90,51.208
Random,10522,0,3,0.122
Random,10523,0,3,0.122
Random,10524,0,3,0.122
Random,10525,0,3,0.122
Random,10526,1,3,0.122
DQN,1601,26,63,22.656
Random,10527,0,3,0.122
Random,10528,0,3,0.122
Random,10529,0,3,0.122
BFS,732,51,88,50.362
Random,10530,0,3,0.122
DQN,1602,29,63,22.660
Random,10531,0,3,0.122
Random,10532,0,3,0.122
Random,10533,0,3,0.122
Random,10534,0,3,0.122
Random,10535,0,3,0.122
A*,723,55,90,51.213
Random,10536,0,3,0.122
Random,10537,0,3,0.122
Random,10538,0,3,0.122
Random,10539,0,3,0.122
Random,10540,0,3,0.122
Random,10541,0,3,0.122
DQN,1603,25,63,22.662
Random,10542,0,3,0.122
DQN,1604,2,63,22.649
Random,10543,0,3,0.122
Random,10544,0,3,0.122
Random,10545,0,3,0.122
Random,10546,0,3,0.122
Random,10547,0,3,0.122
BFS,733,55,88,50.368
Random,10548,0,3,0.122
Random,10549,0,3,0.122
Random,10550,0,3,0.122
DQN,1605,33,63,22.655
Random,10551,0,3,0.122
A*,724,57,90,51.221
Random,10552,0,3,0.122
Random,10553,0,3,0.122
DQN,1606,18,63,22.653
Random,10554,0,3,0.122
Random,10555,0,3,0.122
Random,10556,0,3,0.122
Random,10557,0,3,0.122
Random,10558,0,3,0.122
DQN,1607,24,63,22.653
Random,10559,0,3,0.122
A*,725,39,90,51.204
Random,10560,0,3,0.121
Random,10561,0,3,0.121
Random,10562,0,3,0.121
Random,10563,0,3,0.121
BFS,734,74,88,50.401
Random,10564,0,3,0.121
DQN,1608,20,63,22.652
Random,10565,0,3,0.121
Random,10566,1,3,0.122
Random,10567,0,3,0.122
Random,10568,0,3,0.121
A*,726,32,90,51.178
Random,10569,1,3,0.122
Random,10570,0,3,0.122
DQN,1609,23,63,22.652
Random,10571,0,3,0.122
Random,10572,0,3,0.122
Random,10573,0,3,0.122
BFS,735,33,88,50.377
Random,10574,1,3,0.122
Random,10575,0,3,0.122
DQN,1610,19,63,22.650
Random,10576,0,3,0.122
Random,10577,1,3,0.122
DQN,1611,7,63,22.640
Random,10578,0,3,0.122
Random,10579,0,3,0.122
Random,10580,0,3,0.122
Random,10581,0,3,0.122
Random,10582,0,3,0.122
A*,727,53,90,51.180
Random,10583,0,3,0.122
Random,10584,0,3,0.122
Random,10585,0,3,0.122
DQN,1612,34,63,22.647
Random,10586,0,3,0.122
Random,10587,0,3,0.122
Random,10588,0,3,0.122
DQN,1613,11,63,22.640
Random,10589,0,3,0.122
Random,10590,0,3,0.122
Random,10591,0,3,0.122
Random,10592,0,3,0.122
BFS,736,65,88,50.397
Random,10593,0,3,0.121
Random,10594,0,3,0.121
Random,10595,0,3,0.121
DQN,1614,29,63,22.644
Random,10596,0,3,0.121
Random,10597,0,3,0.121
Random,10598,0,3,0.121
Random,10599,1,3,0.122
Random,10600,1,3,0.122
A*,728,66,90,51.201
Random,10601,0,3,0.122
Random,10602,0,3,0.122
DQN,1615,18,63,22.641
Random,10603,0,3,0.122
Random,10604,0,3,0.122
Random,10605,0,3,0.122
Random,10606,1,3,0.122
Random,10607,0,3,0.122
Random,10608,0,3,0.122
Random,10609,0,3,0.122
Random,10610,0,3,0.122
Random,10611,0,3,0.122
DQN,1616,29,63,22.645
BFS,737,61,88,50.411
Random,10612,1,3,0.122
DQN,1617,18,63,22.642
Random,10613,0,3,0.122
Random,10614,0,3,0.122
Random,10615,0,3,0.122
Random,10616,0,3,0.122
Random,10617,0,3,0.122
DQN,1618,16,63,22.638
Random,10618,0,3,0.122
Random,10619,1,3,0.122
Random,10620,0,3,0.122
A*,729,78,90,51.237
DQN,1619,23,63,22.638
Random,10621,0,3,0.122
BFS,738,57,88,50.420
Random,10622,0,3,0.122
Random,10623,0,3,0.122
Random,10624,0,3,0.122
DQN,1620,20,63,22.636
Random,10625,0,3,0.122
Random,10626,0,3,0.122
Random,10627,0,3,0.122
Random,10628,0,3,0.122
Random,10629,0,3,0.122
Random,10630,0,3,0.122
Random,10631,0,3,0.122
Random,10632,0,3,0.122
Random,10633,0,3,0.122
Random,10634,0,3,0.121
Random,10635,0,3,0.121
BFS,739,44,88,50.411
DQN,1621,34,63,22.643
Random,10636,0,3,0.121
Random,10637,0,3,0.121
Random,10638,0,3,0.121
Random,10639,1,3,0.122
Random,10640,0,3,0.122
Random,10641,0,3,0.122
A*,730,73,90,51.267
Random,10642,0,3,0.121
DQN,1622,21,63,22.642
Random,10643,0,3,0.121
Random,10644,0,3,0.121
Random,10645,0,3,0.121
DQN,1623,19,63,22.640
Random,10646,0,3,0.121
Random,10647,0,3,0.121
Random,10648,0,3,0.121
Random,10649,0,3,0.121
Random,10650,0,3,0.121
Random,10651,0,3,0.121
DQN,1624,25,63,22.642
DQN,1625,1,63,22.628
Random,10652,0,3,0.121
A*,731,44,90,51.257
Random,10653,0,3,0.121
Random,10654,1,3,0.121
BFS,740,73,88,50.442
Random,10655,0,3,0.121
Random,10656,0,3,0.121
Random,10657,0,3,0.121
Random,10658,0,3,0.121
DQN,1626,28,63,22.632
Random,10659,0,3,0.121
Random,10660,0,3,0.121
Random,10661,1,3,0.121
Random,10662,1,3,0.122
Random,10663,0,3,0.122
Random,10664,0,3,0.122
BFS,741,33,88,50.418
DQN,1627,18,63,22.629
Random,10665,1,3,0.122
Random,10666,0,3,0.122
Random,10667,0,3,0.122
Random,10668,0,3,0.122
Random,10669,0,3,0.122
Random,10670,0,3,0.122
Random,10671,0,3,0.122
DQN,1628,29,63,22.633
BFS,742,37,88,50.400
Random,10672,0,3,0.122
Random,10673,0,3,0.122
Random,10674,0,3,0.122
Random,10675,0,3,0.121
A*,732,82,90,51.299
DQN,1629,22,63,22.632
Random,10676,0,3,0.121
Random,10677,0,3,0.121
Random,10678,0,3,0.121
DQN,1630,10,63,22.625
Random,10679,0,3,0.121
Random,10680,0,3,0.121
Random,10681,0,3,0.121
Random,10682,0,3,0.121
Random,10683,0,3,0.121
Random,10684,0,3,0.121
Random,10685,0,3,0.121
Random,10686,0,3,0.121
Random,10687,0,3,0.121
A*,733,38,90,51.281
Random,10688,0,3,0.121
DQN,1631,33,63,22.631
Random,10689,0,3,0.121
Random,10690,0,3,0.121
Random,10691,0,3,0.121
Random,10692,1,3,0.121
BFS,743,62,88,50.416
Random,10693,1,3,0.121
Random,10694,0,3,0.121
Random,10695,0,3,0.121
DQN,1632,30,63,22.635
Random,10696,0,3,0.121
Random,10697,0,3,0.121
Random,10698,0,3,0.121
BFS,744,27,88,50.384
Random,10699,0,3,0.121
Random,10700,0,3,0.121
Random,10701,0,3,0.121
Random,10702,0,3,0.121
Random,10703,0,3,0.121
Random,10704,0,3,0.121
DQN,1633,24,63,22.636
Random,10705,0,3,0.121
A*,734,51,90,51.281
Random,10706,0,3,0.121
Random,10707,0,3,0.121
DQN,1634,19,63,22.634
Random,10708,0,3,0.121
Random,10709,1,3,0.121
Random,10710,0,3,0.121
BFS,745,45,88,50.377
DQN,1635,23,63,22.634
Random,10711,1,3,0.121
Random,10712,0,3,0.121
Random,10713,0,3,0.121
Random,10714,0,3,0.121
A*,735,41,90,51.267
Random,10715,0,3,0.121
Random,10716,0,3,0.121
Random,10717,0,3,0.121
Random,10718,0,3,0.121
Random,10719,0,3,0.121
Random,10720,0,3,0.121
DQN,1636,26,63,22.636
Random,10721,0,3,0.121
Random,10722,1,3,0.121
Random,10723,0,3,0.121
Random,10724,1,3,0.122
DQN,1637,8,63,22.627
Random,10725,0,3,0.121
Random,10726,1,3,0.122
Random,10727,0,3,0.122
Random,10728,0,3,0.122
Random,10729,0,3,0.122
Random,10730,0,3,0.122
A*,736,36,90,51.246
Random,10731,0,3,0.122
Random,10732,0,3,0.122
BFS,746,55,88,50.383
Random,10733,0,3,0.121
DQN,1638,31,63,22.632
Random,10734,0,3,0.121
Random,10735,1,3,0.122
Random,10736,0,3,0.122
Random,10737,0,3,0.122
Random,10738,1,3,0.122
Random,10739,0,3,0.122
Random,10740,0,3,0.122
Random,10741,0,3,0.122
Random,10742,0,3,0.122
Random,10743,0,3,0.122
DQN,1639,27,63,22.635
A*,737,43,90,51.235
Random,10744,0,3,0.122
DQN,1640,7,63,22.626
Random,10745,0,3,0.122
Random,10746,0,3,0.122
Random,10747,0,3,0.122
BFS,747,47,88,50.379
Random,10748,0,3,0.122
DQN,1641,14,63,22.620
Random,10749,0,3,0.121
Random,10750,0,3,0.121
Random,10751,0,3,0.121
Random,10752,0,3,0.121
Random,10753,0,3,0.121
A*,738,33,90,51.210
DQN,1642,11,63,22.613
Random,10754,0,3,0.121
Random,10755,0,3,0.121
Random,10756,1,3,0.122
Random,10757,1,3,0.122
Random,10758,0,3,0.122
Random,10759,0,3,0.122
Random,10760,0,3,0.122
Random,10761,0,3,0.122
DQN,1643,30,63,22.618
Random,10762,0,3,0.122
Random,10763,0,3,0.122
Random,10764,0,3,0.122
DQN,1644,13,63,22.612
Random,10765,1,3,0.122
Random,10766,0,3,0.122
Random,10767,0,3,0.122
BFS,748,59,88,50.390
DQN,1645,14,63,22.607
Random,10768,0,3,0.122
Random,10769,0,3,0.122
Random,10770,0,3,0.122
A*,739,63,90,51.226
Random,10771,0,3,0.122
Random,10772,0,3,0.122
Random,10773,0,3,0.122
DQN,1646,25,63,22.608
Random,10774,0,3,0.121
Random,10775,0,3,0.121
Random,10776,0,3,0.121
Random,10777,0,3,0.121
A*,740,32,90,51.200
Random,10778,0,3,0.121
BFS,749,50,88,50.390
Random,10779,0,3,0.121
Random,10780,0,3,0.121
Random,10781,1,3,0.122
DQN,1647,34,63,22.615
Random,10782,1,3,0.122
Random,10783,0,3,0.122
BFS,750,26,88,50.357
Random,10784,0,3,0.122
Random,10785,0,3,0.122
A*,741,45,90,51.192
Random,10786,0,3,0.122
Random,10787,0,3,0.122
DQN,1648,40,63,22.626
Random,10788,1,3,0.122
Random,10789,0,3,0.122
